,Structure_x,ID,Level_x,zscore_x,Level_y,Structure_y,zscore_y,uniprot
131,short insular gyri,RFC2,8.4752,1.0466709294685574,8.2032,postcentral gyrus,0.9825430902713601,A0A087WVY3
181,parahippocampal gyrus,TRIM27,1.7873,1.4709462056366138,3.7071,central glial substance,0.7406254348342195,P14373
611,parahippocampal gyrus,STK11,8.5382,1.0703868761052637,8.2432,precentral gyrus,0.9978734301223914,A0A087WT72
681,parahippocampal gyrus,STK10,9.6066,1.4725792155760045,7.8567,lateral tuberal nucleus,0.8497440213117986,O94804
1083,short insular gyri,AMPD1,8.5641,1.0801367652781317,7.7981,substantia nigra,0.8272850734300372,P23109
1523,parahippocampal gyrus,BIN1,8.5213,1.0640249793090681,7.8125,lateral tuberal nucleus,0.8328039957764086,O00499
2018,parahippocampal gyrus,AMY1A,8.4756,1.046821506907521,8.1614,substantia nigra,0.966522885127032,A0A087WZK1
2318,parahippocampal gyrus,BZRAP1,8.4957,1.0543880232154221,8.0729,lateral tuberal nucleus,0.9326045082066245,O95153
2338,parahippocampal gyrus,CACNA2D2,2.3748,1.2497855921593957,3.0517,VIIB,0.9918130532933723,Q9NY47
2658,parahippocampal gyrus,AIMP1,2.5861,1.1702430600270786,3.2263,substantia nigra,0.9248961198436193,Q12904
3034,parahippocampal gyrus,LRRC47,2.3793,1.2480915959710595,3.4278,substantia nigra,0.8476695328440477,Q8N1G4
3524,parahippocampal gyrus,NUMBL,2.2495,1.296953974914622,3.153,substantia nigra,0.9529889676206347,Q9Y6R0
3544,parahippocampal gyrus,ZNF512B,1.5148,1.5735270859303023,3.2218,"lateral group of nuclei, dorsal division",0.9266207830768604,Q96KM6
4029,short insular gyri,DOHH,3.0047,1.0126637701520766,3.1544,precentral gyrus,0.9524524057258487,Q9BU89
4049,parahippocampal gyrus,IRX3,2.6581,1.1431391210137003,3.841,paraterminal gyrus,0.6893071221828911,P78415
4059,parahippocampal gyrus,IRX6,2.1438,1.3367440631606509,3.0785,"paracentral lobule, posterior part",0.9815417255931811,P78412
4249,parahippocampal gyrus,CLCA1,2.3359,1.264429248098568,3.3785,perifornical nucleus,0.8665641767104442,A8K7I4
4553,parahippocampal gyrus,CLC,2.9469,1.034422210082261,3.0773,postcentral gyrus,0.982001635788712,Q05315
4893,parahippocampal gyrus,PIR,8.3629,1.0043963134796359,8.1304,lateral tuberal nucleus,0.9546418717424823,O00625
5241,parahippocampal gyrus,FCN3,2.4967,1.2038971176353566,3.3396,precentral gyrus,0.8814729322155723,O75636
5473,parahippocampal gyrus,AP3B1,8.7892,1.1648742190546792,7.6941,CA1 field,0.787426189817355,O00203
5593,parahippocampal gyrus,PPFIA3,2.6079,1.1620365896035836,3.0432,gigantocellular group,0.9950707505117165,O75145
5603,parahippocampal gyrus,WIPF1,1.514,1.5738282408082287,3.3821,X,0.8651844461238513,A0A087WW70
6187,parahippocampal gyrus,EPB41L1,8.6003,1.0937640235043027,5.9,substantia nigra,0.09982212164896047,Q9H4G0
6223,parahippocampal gyrus,EPB41,2.7305,1.1158846045613589,3.0836,short insular gyri,0.9795871072621745,P11171
6233,parahippocampal gyrus,MUT,1.7334,1.4912365155369067,3.307,caudal group of intralaminar nuclei,0.8939671591941631,P22033
6243,parahippocampal gyrus,THUMPD1,1.4208,1.6089127840866575,3.4193,central glial substance,0.8509272300623919,Q9NXG2
6628,parahippocampal gyrus,SEPT2,9.5184,1.4393768902846158,5.7928,substantia nigra,0.058736810848195535,Q15019
6876,parahippocampal gyrus,SLC6A7,2.6533,1.144946050281259,4.4459,substantia nigra,0.4574740577856659,Q99884
7002,parahippocampal gyrus,SLC6A6,2.3553,1.2571262423088523,3.0341,gigantocellular group,0.9985584028278262,A0A087WY96
7232,parahippocampal gyrus,ITFG1,2.0852,1.3588036579687615,3.8767,lateral tuberal nucleus,0.6756247938658455,Q8TB96
7421,parahippocampal gyrus,ARHGAP6,9.3275,1.367513807539423,8.0842,lateral tuberal nucleus,0.9369353292145405,O43182
7431,parahippocampal gyrus,RHOH,9.0032,1.2454331488999981,7.938,paraventricular nuclei of thalamus,0.8809029370590202,Q15669
7942,parahippocampal gyrus,FOXO1,2.9504,1.0331046574913327,3.4377,substantia nigra,0.8438752737309173,Q12778
8122,parahippocampal gyrus,KCNA10,2.8274,1.0794072199725206,3.9611,pineal gland,0.6432777767801688,Q16322
8458,parahippocampal gyrus,MYH2,8.506,1.0582653922687253,7.7468,lateral tuberal nucleus,0.8076239125710893,Q9UKX2
8728,long insular gyri,MYH3,2.9953,1.0162023399677123,3.2965,substantia nigra,0.8979913734050589,P11055
8738,parahippocampal gyrus,MYH9,1.7093,1.5003088062344405,4.0549,cochlear nuclei,0.6073281298294998,P35579
9200,parahippocampal gyrus,AFM,2.8229,1.0811012161608569,3.7175,precentral gyrus,0.7366395464729514,P43652
9461,parahippocampal gyrus,TTC39A,8.4704,1.0448640002009992,7.7611,lateral tuberal nucleus,0.813104509067833,A0A0A0MRQ0
9706,parahippocampal gyrus,CORO2B,2.5697,1.1764167350245702,3.5309,substantia nigra,0.8081555818780137,Q9UQ03
9716,parahippocampal gyrus,NOD1,8.9255,1.216183481381394,8.1652,paraventricular nuclei of thalamus,0.96797926741288,Q9Y239
9748,parahippocampal gyrus,STXBP2,9.4293,1.4058357657555602,8.1437,"globus pallidus, internal segment",0.9597392097429506,A0A087WUN8
9993,parahippocampal gyrus,STYX,8.8462,1.1863315041069373,8.2176,substantia nigra,0.9880620126177309,Q8WUJ0
10407,parahippocampal gyrus,STXBP3,9.0359,1.257742854535241,8.2054,postcentral gyrus,0.9833862589631662,O00186
10477,parahippocampal gyrus,SULT1A1,11.8375,2.3123872370335814,7.4556,trochlear nucleus,0.696019038455579,P50225
10820,parahippocampal gyrus,TBKBP1,9.3224,1.3655939451926418,8.1038,substantia nigra,0.9444471957415461,A7MCY6
10980,parahippocampal gyrus,ZSCAN12,8.5257,1.0656813311376636,8.1183,lateral tuberal nucleus,0.9500044439375451,False
11150,parahippocampal gyrus,SNPH,9.2048,1.3213241781374576,8.0472,lateral tuberal nucleus,0.9227547648523367,O15079
11180,parahippocampal gyrus,CCT4,2.3746,1.2498608808788771,3.1591,lateral tuberal nucleus,0.9506510907933524,P50991
11230,parahippocampal gyrus,FRMPD4,2.2597,1.29311425022106,3.1014,head of the caudate nucleus,0.9727651060284656,A0A087WYX8
11750,parahippocampal gyrus,TSC22D1,8.9574,1.2281920321387103,7.4298,substantia nigra,0.686130969251664,A0A087X0H8
12184,parahippocampal gyrus,ALKBH1,8.5512,1.075280642871568,8.1256,substantia nigra,0.9528022309603587,Q13686
12214,parahippocampal gyrus,DNAH6,9.7956,1.5437270554861222,6.1554,central glial substance,0.19770634159779715,Q9C0G6
12430,parahippocampal gyrus,DNA2,2.7831,1.0960836713376965,3.1201,postcentral gyrus,0.9655981721481083,P51530
12703,parahippocampal gyrus,DMRT1,2.939,1.0373961145017845,3.11,"inferior frontal gyrus, opercular part",0.9694690829604937,Q9Y5R6
12713,parahippocampal gyrus,CYP1A2,2.1042,1.3516512296180088,3.0974,dentate gyrus,0.9742981400135686,P05177
13043,short insular gyri,HIBADH,8.4412,1.0338718471566848,8.1198,substantia nigra,0.9505793316819587,P31937
13053,parahippocampal gyrus,LY6G6D,9.1286,1.2926391760149656,8.2132,paraventricular nuclei of thalamus,0.9863756752341178,O95868
13073,parahippocampal gyrus,PAGE1,1.7413,1.4882626111173833,4.8127,central glial substance,0.3168948413517059,O75459
13083,parahippocampal gyrus,NOL4,2.7459,1.1100873731612753,3.0692,medial geniculate complex,0.985106029608546,O94818
13093,parahippocampal gyrus,TRADD,2.0051,1.3889567901211448,4.2896,pineal gland,0.5173773607535718,Q15628
13133,parahippocampal gyrus,NOL9,1.6867,1.5088164315358619,3.9273,trochlear nucleus,0.6562319139542906,Q5SY16
13143,parahippocampal gyrus,ENPP5,11.5665,2.2103710221360044,7.7933,central glial substance,0.8254454326479136,Q9UJA9
13173,parahippocampal gyrus,PRM1,1.9747,1.400400675482349,3.1854,ventral thalamus,0.9405713923412992,P04553
13303,parahippocampal gyrus,LPHN2,2.6418,1.1492751516514514,3.0642,fastigial nucleus,0.9870223220899249,O95490
13323,parahippocampal gyrus,CAMTA1,8.6813,1.1242559548943531,8.1657,CA1 field,0.9681708966610174,Q9Y6Y1
13400,parahippocampal gyrus,STAT1,9.3614,1.380275245491555,8.2459,perifornical nucleus,0.9989082280623363,P42224
13410,parahippocampal gyrus,FOXJ2,1.8612,1.4431270237881604,3.2655,cingulum bundle,0.9098723867896085,Q9P0K8
13510,parahippocampal gyrus,ADAMTS2,9.2069,1.3221147096920138,8.1057,fastigial nucleus,0.9451753868844704,O95450
13740,parahippocampal gyrus,MAGED1,8.9375,1.2207008045502907,7.8917,lateral tuberal nucleus,0.8631580686814513,Q9Y5V3
14202,parahippocampal gyrus,RPH3AL,8.7785,1.1608462725624134,5.482,substantia nigra,0.0603799297943198,Q9UNE2
14642,parahippocampal gyrus,ITGAL,9.1281,1.2924509542162614,8.2432,substantia nigra,0.9978734301223914,P20701
15186,parahippocampal gyrus,ITGAD,9.4986,1.4319233070559367,4.4542,substantia nigra,0.45429301226657676,Q13349
15466,parahippocampal gyrus,FAM169A,2.6967,1.1286083981537505,3.5588,substantia nigra,0.797462669831919,Q9Y6X4
15834,parahippocampal gyrus,FUCA2,2.9364,1.0383748678550453,3.3465,substantia nigra,0.8788284485912694,Q9BTY2
15844,parahippocampal gyrus,LRRTM2,9.2927,1.3544135703496234,8.056,paraventricular nuclei of thalamus,0.9261274396195632,O43300
16219,parahippocampal gyrus,OR2A14,2.782,1.0964977592948453,4.3797,substantia nigra,0.4828457702391233,Q96R47
16554,parahippocampal gyrus,PAFAH2,2.976,1.0234677013976874,3.1483,precentral gyrus,0.954790282553131,Q99487
16704,parahippocampal gyrus,PLK2,8.9608,1.2294719403698982,8.2036,perifornical nucleus,0.98269639366987,A0A087WUH9
16875,parahippocampal gyrus,IL10RA,8.6146,1.099147166947237,8.2062,lateral tuberal nucleus,0.9836928657601874,Q13651
16915,parahippocampal gyrus,RAB33B,2.1564,1.3320008738333096,3.1258,nucleus subceruleus,0.9634135987193363,Q9H082
16935,parahippocampal gyrus,LRRC48,1.9221,1.4202016087060114,3.7999,central glial substance,0.7050590463798262,Q9H069
17295,parahippocampal gyrus,LHFP,2.7239,1.118369132304252,3.0895,precentral gyrus,0.9773258821341474,Q9Y693
17865,parahippocampal gyrus,MAP3K10,2.6719,1.1379441993694697,3.5145,substantia nigra,0.8144410212169366,Q02779
18273,parahippocampal gyrus,KMT2A,2.9804,1.021811349569092,3.6256,substantia nigra,0.7718610022806964,Q03164
18303,parahippocampal gyrus,TRMU,8.7735,1.1589640545753737,8.0022,VIIAt,0.9055081325199261,O75648
18513,parahippocampal gyrus,C1orf21,2.4823,1.2093179054380323,3.0642,nucleus subceruleus,0.9870223220899249,Q9H246
18688,parahippocampal gyrus,NEFL,2.3673,1.2526089191399559,3.2558,substantia nigra,0.9135899942034836,A0A087X0W2
18858,parahippocampal gyrus,BTBD2,2.8241,1.0806494838439673,3.0824,precentral gyrus,0.9800470174577056,A0A087WUX2
18898,parahippocampal gyrus,LYAR,2.2136,1.3104683000615702,4.1937,central glial substance,0.5541318505464202,Q9NX58
18938,parahippocampal gyrus,RAB3A,2.044,1.3743131341819723,3.1837,inferior colliculus,0.941222931784968,P20336
19298,short insular gyri,ACSL3,2.6731,1.1374924670525801,3.0474,postcentral gyrus,0.9934610648273581,O95573
19418,parahippocampal gyrus,FANCB,9.3261,1.3669867865030516,7.4581,CA1 field,0.6969771846962687,Q8NB91
19528,parahippocampal gyrus,MYBPC3,2.2347,1.3025253401562606,3.1048,fastigial nucleus,0.9714620271411278,A0A0A0MQU5
19836,parahippocampal gyrus,FANCF,2.9511,1.0328411469731473,3.447,substantia nigra,0.8403109697155524,Q9NPI8
19876,parahippocampal gyrus,ZSWIM5,2.9361,1.0384878009342677,3.0342,"paracentral lobule, posterior part",0.9985200769781987,Q9P217
19936,parahippocampal gyrus,ADRA2C,2.6031,1.1638435188711422,3.0379,trochlear nucleus,0.9971020205419782,P18825
20000,parahippocampal gyrus,ADSL,9.1029,1.282964575561579,8.0797,fastigial nucleus,0.9352106659813,A0A096LNT0
20120,parahippocampal gyrus,SH3GL2,1.8233,1.457394236129925,4.6657,perifornical nucleus,0.37323384030424717,Q99962
20180,parahippocampal gyrus,GPR52,8.8171,1.1753769954223636,7.7403,dentate gyrus,0.8051327323452968,Q9Y2T5
20270,parahippocampal gyrus,CITED2,2.0528,1.3710004305247816,3.5544,VIIB,0.7991490072155327,A0A0A0MTM3
20582,parahippocampal gyrus,RREB1,8.5057,1.0581524591895024,7.7874,lateral tuberal nucleus,0.8231842075198863,A0A087X055
21058,parahippocampal gyrus,CALR,8.795,1.1670575919196462,3.7303,substantia nigra,0.7317338377206211,P27797
21175,parahippocampal gyrus,CAMK4,9.3108,1.3612271994627088,7.3735,CA1 field,0.6645535159113368,Q16566
21185,parahippocampal gyrus,CAMK2B,2.295,1.2798257912325566,3.2167,paraterminal gyrus,0.928575401407867,Q13554
21615,short insular gyri,SERPINB6,8.3977,1.0174965506694356,8.2462,precentral gyrus,0.9990232056112187,A0A024QZX5
21635,parahippocampal gyrus,SERPINB5,10.189,1.6918199667064417,7.7366,central glial substance,0.8037146759090762,P36952
21671,parahippocampal gyrus,HAGH,2.3163,1.2718075426077655,3.5411,parolfactory gyri,0.8042463452160006,Q16775
21791,parahippocampal gyrus,PALB2,1.9771,1.3994972108485697,3.1438,caudal group of intralaminar nuclei,0.956514945786372,Q86YC2
21811,parahippocampal gyrus,H3F3B,2.1265,1.3432565373958099,3.0963,inferior olivary complex,0.9747197243594721,P84243
21851,parahippocampal gyrus,HRK,8.7764,1.1600557410078571,8.1315,arcuate nucleus of medulla,0.9550634560883859,O00198
22121,parahippocampal gyrus,MYOM1,8.5159,1.0619921838830648,8.1922,lateral tuberal nucleus,0.978327246812326,P52179
22181,parahippocampal gyrus,RNGTT,2.3689,1.252006609384103,3.0381,pineal gland,0.997025368842723,O60942
22321,parahippocampal gyrus,RNMT,3.0236,1.005548986161065,3.3439,lateral tuberal nucleus,0.8798249206815864,O43148
22621,parahippocampal gyrus,MDK,8.8547,1.1895312746849054,7.5178,inferior olivary complex,0.7198577169239334,A0A087WXB6
22773,long insular gyri,MDH1,8.3728,1.0081231050939754,8.0613,lateral tuberal nucleus,0.9281587096498249,P40925
23323,parahippocampal gyrus,PSG2,8.6293,1.1046808878291356,7.5938,lateral tuberal nucleus,0.7489853626408933,A0A0A0MR77
23665,parahippocampal gyrus,TRA2B,2.8796,1.0597568641878214,3.059,"inferior frontal gyrus, opercular part",0.9890152662705589,P62995
23675,parahippocampal gyrus,SFSWAP,2.0485,1.372619137993636,3.3616,hypoglossal nucleus,0.8730412452975049,Q12872
23735,parahippocampal gyrus,SSTR2,10.6858,1.8788371458987516,8.234,substantia nigra,0.9943474519566541,P30874
23795,parahippocampal gyrus,DLEC1,10.0392,1.6354287158147183,7.9564,VIIB,0.8879548933904949,Q9Y238
23805,parahippocampal gyrus,CTPS2,9.5557,1.4534182364679356,8.143,paraventricular nuclei of thalamus,0.9594709287955575,Q9NRF8
23815,parahippocampal gyrus,RBAK,10.7944,1.9197189205772636,7.7101,dentate gyrus,0.7935583257577676,Q9NYW8
23905,parahippocampal gyrus,ALOX12,2.7789,1.0976647344468102,3.0574,substantia nigra,0.9896284798646003,P18054
24233,parahippocampal gyrus,CBWD1,2.7617,1.1041395643222285,3.0555,substantia nigra,0.9903566710075243,A0A087WTC0
24512,parahippocampal gyrus,ACKR1,8.3977,1.0174965506694356,7.5842,CA1 field,0.7453060810766459,Q16570
24710,parahippocampal gyrus,PARN,2.7766,1.0985305547208486,3.1872,lateral tuberal nucleus,0.9398815270480028,O95453
24730,parahippocampal gyrus,CD27,1.7704,1.4773081024328096,3.3757,cochlear nuclei,0.8676373005000162,P26842
24740,parahippocampal gyrus,BCAR1,1.5462,1.5617067569716903,3.5874,VIIAf,0.7865014768384315,P56945
24870,parahippocampal gyrus,MASP2,8.7549,1.151962203663584,8.0166,trochlear nucleus,0.9110270548662975,O00187
24910,parahippocampal gyrus,MAP3K2,9.2914,1.3539241936729927,7.9237,fastigial nucleus,0.8754223405622765,Q9Y2U5
25351,parahippocampal gyrus,RAI2,8.9743,1.234553928934906,7.8666,substantia nigra,0.8535382804249289,Q9Y5P3
25691,parahippocampal gyrus,S100G,2.3049,1.276098999618217,3.6072,lateral tuberal nucleus,0.7789129586121708,P29377
26141,parahippocampal gyrus,CALB1,2.3071,1.2752708237039192,3.1376,lateral tuberal nucleus,0.9588911484632819,P05937
26471,parahippocampal gyrus,CLPTM1L,2.0949,1.3551521550739036,4.2446,inferior olivary complex,0.5346239930859823,Q96KA5
26571,parahippocampal gyrus,LYST,2.3074,1.275157890624697,4.493,inferior olivary complex,0.43942258261107603,A0A0A0MRZ6
26641,parahippocampal gyrus,CHRNA4,2.3938,1.242633163808643,3.3428,VIIB,0.8802465050274898,P43681
26771,parahippocampal gyrus,CHRNA1,2.4479,1.2222675651888686,6.6413,substantia nigra,0.38393164493820353,P02708
26841,parahippocampal gyrus,RNF11,8.9689,1.2325211335089026,8.2452,perifornical nucleus,0.9986399471149432,Q9Y3C5
26861,parahippocampal gyrus,NIPSNAP1,9.1061,1.2841691950732845,8.1343,CA3 field,0.9561365798779577,Q9BPW8
27295,parahippocampal gyrus,GRB2,8.448,1.0364316636190596,7.7107,substantia nigra,0.7937882808555333,P62993
27325,parahippocampal gyrus,SPEN,9.0147,1.2497622502701904,7.7265,dentate gyrus,0.7998437650966906,Q96T58
27622,parahippocampal gyrus,FBXO21,8.4198,1.025815954172153,8.1781,lateral tuberal nucleus,0.9729233020148377,O94952
27742,parahippocampal gyrus,EXOSC7,8.5889,1.0894725664938512,8.0152,CA1 field,0.9104904929715113,Q15024
27942,parahippocampal gyrus,NEUROD4,8.6149,1.09926010002646,8.2022,lateral tuberal nucleus,0.9821598317750838,Q9HD90
28356,parahippocampal gyrus,NEUROD1,2.6278,1.1545453620151638,3.3889,substantia nigra,0.8625782883491758,Q13562
28748,parahippocampal gyrus,FBXO38,2.9099,1.0483506231863582,3.1903,precentral gyrus,0.9386934257095477,Q6PIJ6
29228,parahippocampal gyrus,LRRC3,2.8303,1.0783155335400374,3.3858,precentral gyrus,0.8637663896876308,Q9BY71
29557,parahippocampal gyrus,MFN1,2.8269,1.0795954417712246,3.0935,substantia nigra,0.9757928481490442,Q8IWA4
29567,parahippocampal gyrus,PTPRS,9.0287,1.2550324606339034,8.0931,tail of the caudate nucleus,0.9403463298313952,A0A0A0MR60
29577,parahippocampal gyrus,PRPF40A,2.1154,1.347435061327039,3.4266,emboliform nucleus,0.8481294430395786,O75400
29667,parahippocampal gyrus,NPEPL1,2.4701,1.2139105173264102,3.3429,postcentral gyrus,0.8802081791778621,Q8NDH3
29787,parahippocampal gyrus,CYP3A4,1.6933,1.506331903792969,3.2278,lateral tuberal nucleus,0.9243212320992057,P08684
29997,parahippocampal gyrus,GTDC1,2.398,1.2410521006995292,3.2936,posterior hypothalamic area,0.8991028230442586,A0A087X2H5
30037,parahippocampal gyrus,NPY5R,2.1129,1.348376170320559,3.958,central glial substance,0.6444658781186238,Q15761
30163,parahippocampal gyrus,NPR3,1.4696,1.5905423365331455,3.1043,posterior hypothalamic area,0.9716536563892658,P17342
30563,parahippocampal gyrus,NPTX1,9.0119,1.2487082081974483,7.6504,dentate gyrus,0.7706777935301032,Q15818
30613,parahippocampal gyrus,RTN2,2.8133,1.084715074695974,3.033,dentate gyrus,0.9989799871737296,O75298
30623,parahippocampal gyrus,RTN1,10.6537,1.866753306421954,8.1656,dentate gyrus,0.9681325708113899,Q16799
30873,parahippocampal gyrus,EFCAB11,2.3211,1.2700006133402069,3.0539,precentral gyrus,0.9909698846015655,Q9BUY7
30903,parahippocampal gyrus,GLRX3,2.3584,1.2559592671568873,3.0646,gracile nucleus,0.9868690186914145,O76003
31233,parahippocampal gyrus,USP6NL,8.4834,1.0497577669673035,7.9752,precentral gyrus,0.8951601531204797,Q92738
31293,parahippocampal gyrus,CASP1,2.6,1.165010494023107,3.0965,ventral thalamus,0.974643072660217,P29466
31426,parahippocampal gyrus,SLC5A6,8.4877,1.0513764744361582,8.1111,CA1 field,0.9472449827643596,Q9Y289
31839,parahippocampal gyrus,DDX18,2.8567,1.0683774225684655,3.4602,substantia nigra,0.835251957564712,Q9NVP1
31929,parahippocampal gyrus,GRIP2,2.3315,1.2660855999271634,3.1859,"paracentral lobule, posterior part",0.9403797630931612,Q9C0E4
31949,parahippocampal gyrus,DIAPH1,10.2076,1.6988218176182308,8.0182,paraventricular nuclei of thalamus,0.9116402684603387,O60610
32105,parahippocampal gyrus,TUBB2A,8.3821,1.0116240305498698,8.2111,lateral tuberal nucleus,0.9855708323919385,Q13885
32489,parahippocampal gyrus,ARHGEF6,2.8302,1.0783531778997781,3.4435,substantia nigra,0.8416523744525178,Q15052
32559,parahippocampal gyrus,CXorf36,8.8154,1.1747370413067701,7.5274,VIIB,0.723536998488181,Q9H7Y0
32609,parahippocampal gyrus,CABP4,2.2639,1.2915331871119462,3.0466,ventral thalamus,0.9937676716243787,P57796
32619,parahippocampal gyrus,RRP12,8.8024,1.1698432745404659,8.1481,CA2 field,0.9614255471265636,A0A087WYW2
32639,parahippocampal gyrus,LAMB3,10.0895,1.6543638287643423,7.7064,central glial substance,0.7921402693215475,Q13751
32669,parahippocampal gyrus,LAMB2,2.5635,1.1787506853285001,3.0648,CA1 field,0.9867923669921594,P55268
32679,parahippocampal gyrus,ABCD1,2.0559,1.3698334553728169,3.0549,paraterminal gyrus,0.9905866261052898,P33897
32689,parahippocampal gyrus,ALAS2,2.2949,1.2798634355922973,3.5243,dorsal motor nucleus of the vagus,0.8106850879534339,P22557
32719,parahippocampal gyrus,ALAD,2.2852,1.2835149384871551,3.1157,tuberomammillary nucleus,0.9672845095317217,P13716
33115,long insular gyri,ALDH3A1,2.9735,1.0244088103912075,3.2057,precentral gyrus,0.9327912448669006,P30838
33305,parahippocampal gyrus,ALDH1B1,2.6446,1.1482211095787087,3.1087,inferior olivary complex,0.9699673190056523,P30837
33335,parahippocampal gyrus,GABBR1,9.8772,1.5744448530346176,6.0801,central glial substance,0.16884697682823005,Q9UBS5
33755,parahippocampal gyrus,GABRA2,8.4134,1.0234067151487412,7.2274,substantia nigra,0.6085594496054441,A0A0A0MTM5
34019,parahippocampal gyrus,GABRA3,8.5217,1.0641755567480309,7.9675,substantia nigra,0.8922090626991562,P34903
34319,putamen,CLDN11,8.8372,1.182943511730265,8.0726,precentral gyrus,0.9324895306577414,O75508
34823,parahippocampal gyrus,OXCT1,3.0306,1.0029138809792086,3.0692,precentral gyrus,0.985106029608546,P55809
34833,parahippocampal gyrus,KCTD15,2.1505,1.334221891058017,3.0358,pineal gland,0.9979068633841573,Q96SI1
34953,parahippocampal gyrus,CD2,2.7168,1.121041881845849,3.1203,posterior hypothalamic area,0.9655215204488531,P06729
35033,parahippocampal gyrus,CD3E,2.3005,1.2777553514468123,3.3974,lateral tuberal nucleus,0.8593205911308316,P07766
35489,parahippocampal gyrus,CD1B,2.7905,1.093297988716877,3.4272,substantia nigra,0.8478994879418131,P29016
35902,short insular gyri,TMEM38A,8.4139,1.0235949369474455,7.9431,lateral tuberal nucleus,0.882857555390027,Q9H6F2
35912,parahippocampal gyrus,ZNF490,2.1498,1.3344854015762027,3.2897,globose nucleus,0.9005975311797343,Q9ULM2
36012,parahippocampal gyrus,N4BP3,8.4951,1.054162157056978,8.1017,lateral tuberal nucleus,0.9436423528993668,O15049
36082,parahippocampal gyrus,CSN1S1,8.6256,1.1032880465187258,8.1108,perifornical nucleus,0.9471300052154765,P47710
36092,parahippocampal gyrus,CSHL1,9.2224,1.3279495854518388,8.153,anterior hypothalamic area,0.9633035137583154,A0A087X0G4
36102,parahippocampal gyrus,CSH2,9.444,1.4113694866374586,8.246,trochlear nucleus,0.9989465539119637,A0A087WUG6
36112,parahippocampal gyrus,GRAMD1B,2.1299,1.3419766291646225,3.1997,inferior olivary complex,0.9350907958445553,Q3KR37
36436,parahippocampal gyrus,MUC3A,2.8619,1.0664199158619436,3.1494,substantia nigra,0.9543686982072276,False
36922,parahippocampal gyrus,THOC6,3.0279,1.0039302786922106,3.0402,precentral gyrus,0.9962205260005438,Q86W42
37062,parahippocampal gyrus,NFE2L2,2.3208,1.2701135464194293,3.5318,lateral tuberal nucleus,0.8078106492313655,Q16236
37122,parahippocampal gyrus,ABCD4,2.0717,1.3638856465337699,4.6024,central glial substance,0.39749410311850464,O14678
37182,parahippocampal gyrus,AIF1,2.2898,1.2817832979390782,3.294,dentate gyrus,0.8989495196457483,P55008
37644,parahippocampal gyrus,HTRA3,8.7592,1.1535809111324387,8.1048,substantia nigra,0.9448304542378217,P83110
37854,parahippocampal gyrus,FAM53B,8.6642,1.1178187693786754,8.2418,postcentral gyrus,0.9973368682276051,Q14153
37962,parahippocampal gyrus,CNPY2,9.2275,1.3298694477986193,8.2468,lateral tuberal nucleus,0.9992531607089844,Q9Y2B0
38160,parahippocampal gyrus,EXO1,8.8576,1.1906229611173889,8.1984,CA1 field,0.9807034494892358,Q9UQ84
38580,parahippocampal gyrus,GMPR,8.4237,1.0272840842020443,8.0944,precentral gyrus,0.940844565876554,P36959
38590,parahippocampal gyrus,GMFB,9.2013,1.3200066255465293,8.1456,paraventricular nuclei of thalamus,0.9604674008858742,P60983
38720,parahippocampal gyrus,PGS1,2.0486,1.3725814936338954,3.1295,perifornical nucleus,0.9619955422831157,Q32NB8
38730,parahippocampal gyrus,STX8,2.7447,1.110539105478165,4.1679,subiculum,0.5640199197503354,Q9UNK0
38856,parahippocampal gyrus,CAV1,2.7223,1.1189714420601047,3.2465,substantia nigra,0.9171542982188483,Q03135
39038,parahippocampal gyrus,PGF,2.639,1.150329193724194,3.1493,substantia nigra,0.9544070240568551,P49763
39288,parahippocampal gyrus,FAM168A,8.7124,1.135963350773743,8.0084,lateral tuberal nucleus,0.9078843351968359,Q92567
39463,parahippocampal gyrus,SND1,2.8313,1.0779390899426293,3.11,postcentral gyrus,0.9694690829604937,Q7KZF4
39833,parahippocampal gyrus,ATP2B1,8.7655,1.155952505796109,7.9179,precentral gyrus,0.873199441283877,P20020
39873,parahippocampal gyrus,ATP2B4,2.2059,1.3133669157616121,5.1759,central glial substance,0.17769535550433904,P23634
40385,parahippocampal gyrus,SHMT1,8.7749,1.159491075611745,7.6622,substantia nigra,0.7752002437861576,A0A087WTD8
40882,parahippocampal gyrus,SI,2.9104,1.048162401387654,3.1258,precentral gyrus,0.9634135987193363,P14410
41274,parahippocampal gyrus,SHOX2,2.8973,1.0530938125136993,3.4025,substantia nigra,0.8573659727998252,A0A087WVB7
41418,parahippocampal gyrus,ZNF254,8.6417,1.109348788436995,8.2158,substantia nigra,0.9873721473244347,A0A087WZJ7
41528,parahippocampal gyrus,GCNT3,8.7253,1.1408194731803067,7.8691,CA1 field,0.8544964266656185,O95395
41638,parahippocampal gyrus,LCAT,9.0535,1.2643682618496221,8.2185,CA1 field,0.9884069452643796,P04180
41648,parahippocampal gyrus,HIST1H2AK,2.1246,1.343971780230885,3.2059,anterior hypothalamic area,0.9327145931676454,P0C0S8
41784,parahippocampal gyrus,HIST2H2AC,9.0172,1.250703359263711,8.1892,fastigial nucleus,0.9771774713234985,Q16777
41844,parahippocampal gyrus,SRD5A1,2.6023,1.1641446737490686,3.3024,VIIB,0.8957301482770317,P18405
42124,parahippocampal gyrus,SPTBN2,9.6208,1.477924714659198,6.6241,substantia nigra,0.37733959880226,O15020
